0.000	12.24500147
0.001	8.70572131
0.002	6.75194040
0.003	5.75712635
0.004	5.17116361
0.005	4.66138365
0.006	4.31596007
0.007	4.02209705
0.008	3.74036251
0.009	3.42670380
0.010	3.32217848
0.011	3.16464157
0.012	3.00234228
0.013	2.81982578
0.014	2.73957929
0.015	2.68000162
0.016	2.57801017
0.017	2.46412150
0.018	2.38022276
0.019	2.29111707
0.020	2.22858811
0.021	2.17412704
0.022	2.12437328
0.023	2.05728981
0.024	2.01974862
0.025	1.93890145
0.026	1.91730044
0.027	1.87494760
0.028	1.84836447
0.029	1.84074564
0.030	1.81254510
0.031	1.77667513
0.032	1.75299206
0.033	1.71521062
0.034	1.69555556
0.035	1.66853400
0.036	1.64573487
0.037	1.60674756
0.038	1.57513746
0.039	1.54989049
0.040	1.51351266
0.041	1.49787091
0.042	1.46860140
0.043	1.44415624
0.044	1.42382663
0.045	1.40268769
0.046	1.38430844
0.047	1.37468112
0.048	1.35802048
0.049	1.32883786
0.050	1.30869407
0.051	1.29194040
0.052	1.28115584
0.053	1.26196865
0.054	1.23637780
0.055	1.22058345
0.056	1.19855523
0.057	1.17540317
0.058	1.16372909
0.059	1.16068301
0.060	1.15975112
0.061	1.13626521
0.062	1.11958237
0.063	1.11415888
0.064	1.10043324
0.065	1.10017257
0.066	1.07739115
0.067	1.07086190
0.068	1.06278481
0.069	1.05418744
0.070	1.04810421
0.071	1.04017651
0.072	1.03124928
0.073	1.02565854
0.074	1.02006799
0.075	1.01024131
0.076	0.99694854
0.077	0.99296508
0.078	0.98693042
0.079	0.98085259
0.080	0.96279601
0.081	0.95278402
0.082	0.94408767
0.083	0.92961824
0.084	0.92063928
0.085	0.92477879
0.086	0.91528466
0.087	0.90448437
0.088	0.90239811
0.089	0.89590509
0.090	0.88467002
0.091	0.88066394
0.092	0.87059353
0.093	0.85831547
0.094	0.84745188
0.095	0.84349890
0.096	0.84118724
0.097	0.83386626
0.098	0.82300445
0.099	0.82068739
0.100	0.81453047
0.101	0.80592943
0.102	0.80329021
0.103	0.79164755
0.104	0.78271461
0.105	0.77543316
0.106	0.76931014
0.107	0.76315105
0.108	0.76442978
0.109	0.75585816
0.110	0.74887360
0.111	0.74460350
0.112	0.73683994
0.113	0.73252164
0.114	0.72391126
