0.000	0.00000000
0.001	0.00000974
0.002	0.00002581
0.003	0.00004087
0.004	0.00006121
0.005	0.00009190
0.006	0.00011096
0.007	0.00013254
0.008	0.00016021
0.009	0.00017773
0.010	0.00020584
0.011	0.00025394
0.012	0.00023866
0.013	0.00029611
0.014	0.00033887
0.015	0.00036169
0.016	0.00043520
0.017	0.00044271
0.018	0.00047935
0.019	0.00054319
0.020	0.00057261
0.021	0.00065447
0.022	0.00071339
0.023	0.00075353
0.024	0.00074518
0.025	0.00078787
0.026	0.00082928
0.027	0.00086325
0.028	0.00088607
0.029	0.00094653
0.030	0.00096347
0.031	0.00100744
0.032	0.00109930
0.033	0.00115041
0.034	0.00119633
0.035	0.00126559
0.036	0.00131868
0.037	0.00128694
0.038	0.00135186
0.039	0.00142757
0.040	0.00141582
0.041	0.00153243
0.042	0.00155556
0.043	0.00159334
0.044	0.00167141
0.045	0.00170992
0.046	0.00166549
0.047	0.00176557
0.048	0.00178605
0.049	0.00184306
0.050	0.00191010
0.051	0.00198622
0.052	0.00206539
0.053	0.00198721
0.054	0.00200949
0.055	0.00213617
0.056	0.00219350
0.057	0.00224762
0.058	0.00222692
0.059	0.00234057
0.060	0.00238817
0.061	0.00235284
0.062	0.00237277
0.063	0.00237796
0.064	0.00245971
0.065	0.00248531
0.066	0.00253976
0.067	0.00261675
0.068	0.00271553
0.069	0.00273042
0.070	0.00281966
0.071	0.00279354
0.072	0.00285212
0.073	0.00293527
0.074	0.00301956
0.075	0.00306247
0.076	0.00308332
0.077	0.00309825
0.078	0.00304831
0.079	0.00310159
0.080	0.00311661
0.081	0.00324024
0.082	0.00321621
0.083	0.00317480
0.084	0.00315014
0.085	0.00316452
0.086	0.00316680
0.087	0.00315222
0.088	0.00311112
0.089	0.00309452
0.090	0.00312472
0.091	0.00314046
0.092	0.00310238
0.093	0.00307601
0.094	0.00303328
0.095	0.00318006
0.096	0.00314325
0.097	0.00311564
0.098	0.00316992
0.099	0.00316776
0.100	0.00318644
0.101	0.00314149
0.102	0.00324700
0.103	0.00327020
0.104	0.00329975
0.105	0.00341049
0.106	0.00341548
0.107	0.00331034
0.108	0.00333483
0.109	0.00337978
0.110	0.00341698
0.111	0.00345049
0.112	0.00359065
0.113	0.00360872
0.114	0.00366805
0.115	0.00366166
0.116	0.00365034
0.117	0.00371683
0.118	0.00382415
0.119	0.00386067
0.120	0.00374259
0.121	0.00378271
0.122	0.00378595
0.123	0.00372849
0.124	0.00373584
0.125	0.00369044
0.126	0.00378549
0.127	0.00374998
0.128	0.00379450
0.129	0.00377397
0.130	0.00384802
0.131	0.00399707
0.132	0.00390631
0.133	0.00389606
0.134	0.00388547
0.135	0.00397467
0.136	0.00408945
0.137	0.00414228
0.138	0.00413521
0.139	0.00408415
0.140	0.00401881
0.141	0.00414845
0.142	0.00420488
0.143	0.00422829
0.144	0.00422873
0.145	0.00420012
0.146	0.00418242
0.147	0.00442962
0.148	0.00438318
0.149	0.00433330
0.150	0.00433810
0.151	0.00438532
0.152	0.00440011
0.153	0.00439840
0.154	0.00430052
0.155	0.00436791
0.156	0.00441753
0.157	0.00441560
0.158	0.00453515
0.159	0.00458604
0.160	0.00465707
0.161	0.00473009
0.162	0.00482808
0.163	0.00483673
0.164	0.00484888
0.165	0.00478066
0.166	0.00483034
0.167	0.00480382
0.168	0.00481783
0.169	0.00487686
0.170	0.00483770
0.171	0.00483037
0.172	0.00481457
0.173	0.00468251
0.174	0.00459602
0.175	0.00464344
0.176	0.00450712
0.177	0.00456166
0.178	0.00450918
0.179	0.00453115
0.180	0.00453874
0.181	0.00443751
0.182	0.00438518
0.183	0.00435152
0.184	0.00436146
0.185	0.00436089
0.186	0.00440609
0.187	0.00444087
0.188	0.00445537
0.189	0.00446754
0.190	0.00450012
0.191	0.00451894
0.192	0.00449350
0.193	0.00458171
0.194	0.00450518
0.195	0.00439834
0.196	0.00448394
0.197	0.00456060
0.198	0.00453535
0.199	0.00451830
0.200	0.00450419
0.201	0.00437907
0.202	0.00428513
0.203	0.00435189
0.204	0.00433436
0.205	0.00434540
0.206	0.00433700
0.207	0.00427488
0.208	0.00422826
0.209	0.00407504
0.210	0.00398323
0.211	0.00394716
0.212	0.00386695
0.213	0.00391591
0.214	0.00398893
0.215	0.00406510
0.216	0.00408454
0.217	0.00418778
0.218	0.00419853
0.219	0.00424043
0.220	0.00423977
0.221	0.00425265
0.222	0.00423779
0.223	0.00416656
0.224	0.00418245
0.225	0.00419936
0.226	0.00418106
0.227	0.00420477
0.228	0.00415539
0.229	0.00420620
0.230	0.00422094
0.231	0.00411849
0.232	0.00410676
0.233	0.00415869
0.234	0.00416325
0.235	0.00427689
0.236	0.00433746
0.237	0.00434325
0.238	0.00435252
0.239	0.00426471
0.240	0.00432053
0.241	0.00423988
0.242	0.00409510
0.243	0.00411271
0.244	0.00419111
0.245	0.00404787
0.246	0.00399269
0.247	0.00398060
0.248	0.00397354
0.249	0.00396442
0.250	0.00391197
0.251	0.00401160
0.252	0.00412068
0.253	0.00407054
0.254	0.00418439
0.255	0.00410974
0.256	0.00405938
0.257	0.00405463
0.258	0.00411298
0.259	0.00413169
0.260	0.00401253
0.261	0.00401165
0.262	0.00401236
