# NTRAJ	50000
0.000	0.00000000
0.001	0.00107983
0.002	0.00201923
0.003	0.00303806
0.004	0.00405638
0.005	0.00491457
0.006	0.00581228
0.007	0.00676937
0.008	0.00776585
0.009	0.00884146
0.010	0.00981699
0.011	0.01075226
0.012	0.01172684
0.013	0.01274067
0.014	0.01375399
0.015	0.01474693
0.016	0.01585840
0.017	0.01706840
0.018	0.01803983
0.019	0.01899097
0.020	0.02008024
0.021	0.02114911
0.022	0.02213828
0.023	0.02324556
0.024	0.02431269
0.025	0.02518174
0.026	0.02612935
0.027	0.02713569
0.028	0.02822038
0.029	0.02914678
0.030	0.02987573
0.031	0.03084071
0.032	0.03172648
0.033	0.03259217
0.034	0.03349679
0.035	0.03447958
0.036	0.03526546
0.037	0.03607066
0.038	0.03701286
0.039	0.03795459
0.040	0.03897425
0.041	0.03983664
0.042	0.04087485
0.043	0.04206905
0.044	0.04304736
0.045	0.04394695
0.046	0.04472887
0.047	0.04560812
0.048	0.04658456
0.049	0.04763852
0.050	0.04861389
0.051	0.04960823
0.052	0.05058256
0.053	0.05145901
0.054	0.05241290
0.055	0.05326903
0.056	0.05422197
0.057	0.05509669
0.058	0.05597099
0.059	0.05705839
0.060	0.05802874
0.061	0.05901797
0.062	0.05994852
0.063	0.06107229
0.064	0.06180818
0.065	0.06279534
0.066	0.06374328
0.067	0.06484536
0.068	0.06567629
0.069	0.06666133
0.070	0.06766513
0.071	0.06851404
0.072	0.06943967
0.073	0.07044190
0.074	0.07155913
0.075	0.07240618
0.076	0.07336826
0.077	0.07432982
0.078	0.07517553
0.079	0.07621294
0.080	0.07696175
0.081	0.07784458
0.082	0.07872696
0.083	0.07976227
0.084	0.08068200
0.085	0.08160125
0.086	0.08255830
0.087	0.08341917
0.088	0.08445169
0.089	0.08529251
0.090	0.08628572
0.091	0.08725927
0.092	0.08813688
0.093	0.08897589
0.094	0.08979544
0.095	0.09063364
0.096	0.09154761
0.097	0.09255623
0.098	0.09354525
0.099	0.09436260
0.100	0.09504655
0.101	0.09580622
0.102	0.09664148
0.103	0.09740045
0.104	0.09821597
0.105	0.09910690
0.106	0.09997841
0.107	0.10079269
0.108	0.10168225
0.109	0.10249570
0.110	0.10332766
0.111	0.10423477
0.112	0.10519803
0.113	0.10608525
0.114	0.10716061
0.115	0.10806564
0.116	0.10880060
0.117	0.10979889
0.118	0.11090951
0.119	0.11203823
0.120	0.11294059
0.121	0.11369213
0.122	0.11466872
0.123	0.11556964
0.124	0.11647006
0.125	0.11727623
0.126	0.11817571
0.127	0.11903723
0.128	0.11997318
0.129	0.12070277
0.130	0.12160035
0.131	0.12246005
0.132	0.12322588
0.133	0.12410339
0.134	0.12501775
0.135	0.12602484
0.136	0.12693811
0.137	0.12775769
0.138	0.12852099
0.139	0.12943283
0.140	0.13012092
0.141	0.13092028
0.142	0.13171924
0.143	0.13262924
0.144	0.13350159
0.145	0.13441056
0.146	0.13531902
0.147	0.13624549
0.148	0.13713436
0.149	0.13811531
0.150	0.13898463
0.151	0.13998292
0.152	0.14079576
0.153	0.14164512
0.154	0.14254941
0.155	0.14341626
0.156	0.14424575
0.157	0.14511166
0.158	0.14614290
0.159	0.14693410
0.160	0.14779850
0.161	0.14860725
0.162	0.14937879
0.163	0.15020507
0.164	0.15097582
0.165	0.15183795
0.166	0.15266290
0.167	0.15345074
0.168	0.15434812
0.169	0.15535487
0.170	0.15619622
0.171	0.15698222
0.172	0.15776782
0.173	0.15864438
0.174	0.15959349
0.175	0.16034121
0.176	0.16128926
0.177	0.16205437
0.178	0.16287376
0.179	0.16372914
0.180	0.16456582
0.181	0.16538384
0.182	0.16603773
0.183	0.16689129
0.184	0.16774436
0.185	0.16863325
0.186	0.16943088
0.187	0.17020994
0.188	0.17102484
0.189	0.17171248
0.190	0.17258087
0.191	0.17341255
0.192	0.17433420
0.193	0.17496604
0.194	0.17581444
0.195	0.17675263
0.196	0.17750976
0.197	0.17835668
0.198	0.17923916
0.199	0.18008507
0.200	0.18082244
0.201	0.18181142
0.202	0.18263784
0.203	0.18346380
0.204	0.18410959
0.205	0.18502448
0.206	0.18584906
0.207	0.18661935
0.208	0.18753265
0.209	0.18831995
0.210	0.18905308
0.211	0.18985743
0.212	0.19058977
0.213	0.19137537
0.214	0.19235710
0.215	0.19315958
0.216	0.19387235
0.217	0.19462044
0.218	0.19538596
0.219	0.19627581
0.220	0.19714730
0.221	0.19785804
0.222	0.19871075
0.223	0.19949181
0.224	0.20018358
0.225	0.20101710
0.226	0.20181462
0.227	0.20264717
0.228	0.20347922
0.229	0.20431077
0.230	0.20514182
0.231	0.20597237
0.232	0.20673165
0.233	0.20738441
0.234	0.20824895
0.235	0.20900696
0.236	0.20988814
0.237	0.21071582
0.238	0.21156063
0.239	0.21235206
0.240	0.21314302
0.241	0.21395112
0.242	0.21460039
0.243	0.21537245
0.244	0.21617922
0.245	0.21700307
0.246	0.21761575
0.247	0.21845627
0.248	0.21929626
0.249	0.21997799
0.250	0.22078199
0.251	0.22155050
0.252	0.22217858
0.253	0.22291130
0.254	0.22359119
0.255	0.22430566
0.256	0.22517687
0.257	0.22589049
0.258	0.22667347
0.259	0.22740370
0.260	0.22813352
0.261	0.22889776
0.262	0.22973114
0.263	0.23045967
0.264	0.23104875
0.265	0.23184602
0.266	0.23255601
